id,x,y
9100742290,2.2988127,41.9290515
9100743554,2.2422342,41.5522085
9100743595,2.0754028,41.5411615
9100745325,2.2049229,41.5913140
9100745792,2.2422342,41.5522085
9100745929,2.0241617,41.5715591
9100750650,2.2581011,42.0509154
9100751813,1.9495564,41.5545761
9100756104,2.2080609,42.1090624
9100756188,2.2633625,42.0471980
9100756958,2.2373369,41.5820100
9100757467,2.2327977,41.5185077
9100757477,2.2327977,41.5185077
9100757707,2.2625690,42.0481713
9100759429,2.2630436,41.9547493
9100761780,2.2480812,41.5515189
9100761923,2.3105442,41.9852648
9100764980,2.2977082,41.6195559
9100767890,1.7234661,41.2189877
9100675584,2.2395108,41.6085173
9100759837,2.2832278,41.8696534
9100736222,2.3267062,41.9520556
9100669176,2.2728873,42.0416526
9100673284,2.2677302,42.0450403
9100736185,2.2803334,42.2352329
9100736219,2.5112633,41.8792429
9100736220,2.1654577,42.2991932
9100739178,2.2867627,42.2331282
9100736244,2.1669895,42.3052600
9100742664,2.1689682,42.2231128
9100736227,2.5130355,41.8154463
9100736228,2.3117865,42.3303463
9100764653,1.0117111,41.6254383
9100529900,2.3255097,41.9224731
9100527964,2.2469557,41.9407274
9100473659,2.2250151,41.8502701
9100451636,2.2391157,41.9464029
9100180416,2.2296902,41.8561191
9100129392,2.3233845,41.9235173
9100058963,2.2848502,41.8712847
9100059072,2.2825786,41.8994960
9100542720,2.2583026,42.0514464
9100515642,2.2480137,42.0394588
9100473327,2.2559207,42.1259284
9100246985,2.2946584,42.1019164
9100246985,2.2946584,42.1019164
9100136123,2.2544593,42.0502103
9100136123,2.2544593,42.0502103
9100112395,2.2633625,42.0471980
9100059171,2.2643391,42.0478304
9100059082,2.2176548,42.1015934
9100059021,2.2530000,42.0486940
9100058835,2.2981884,42.0736365
9100560156,2.2447652,41.9454852
9100159144,2.3160079,41.9380343
9100577716,2.3095312,41.9808584
9100522381,2.3089732,41.9799802
9100491082,2.2842557,41.9250675
9100383438,2.3098611,41.9842883
9100372136,2.3105442,41.9852648
9100350948,2.3057373,41.9856557
9100305726,2.2235582,41.9917247
9100247403,2.3098611,41.9842883
9100159423,2.2388559,42.0162050
9100159383,2.2446563,42.0134975
9100159311,2.2413588,42.0094536
9100158623,2.3098611,41.9842883
9100145307,2.2812777,41.9256656
9100448962,2.1764325,41.9738515
9100342026,2.2423079,41.9410056
9100270631,2.3105442,41.9852648
9100171360,2.2643391,42.0478304
9100095188,1.9707409,41.8630096
9100058012,2.2974841,41.8636348
9100058012,2.2974841,41.8636348
9100058180,2.3234385,41.9287430
9100058299,2.2511885,41.9522180
9100058446,2.2433019,41.9409869
9100058476,2.2433019,41.9409869
9100058613,2.2545759,42.0513068
9100058617,2.3043616,41.9764808
9100058730,2.2271777,41.8586828
9100056658,2.3022487,41.8833733
9100056827,2.3370278,41.8907569
9100056987,2.2657724,41.9603858
9100056988,2.2632097,42.0465438
9100057038,2.2648653,42.0474234
9100057483,2.2608422,42.0526285
9100057514,2.1433283,41.4233777
9100057776,2.2841514,41.9251146
9100057906,2.2633591,42.0486753
9100057926,2.2841431,41.9030309
9100058772,2.2530000,42.0486940
9100639954,2.2971256,41.9959638
9100618226,2.2503758,41.9493593
9100633779,2.2748592,42.0472965
9100600530,2.2723370,42.0630229
9100527972,2.0465281,41.5386925
9100058394,2.2519287,41.7622695
9100041503,2.2486437,41.5510530
9100042301,2.2189019,41.6699723
